full_text,clean,Label
Jadi penasaran kalo yg katanya jajan sekolah sembarangan yg katanya seberbahaya itu sampe suka dilarang pihak sekolah jualan itu ada datanya ga ya? Trus klo dijejerin sama kasus keracunan MBG lebih membunuh mana yak??,penasaran kalo yg jajan sekolah sembarang yg bahaya sampe suka larang sekolah jual data ga ya trus klo dijejerin racun mbg bunuh yak,Negatif
Ada yg coba² mengganggu ketentraman Aceh sepertinya. Pak presiden @prabowo mesti waspada di segala lini... MBG bermasalah Kini Aceh 'diganggu',yg coba ganggu ketentraman aceh presiden mesti waspada lini mbg masalah aceh ganggu,Negatif
Kalo ada orange yang nanya ngapain sih sekolah tinggi2? Belajar matematika segininya? Ya biar kagak tolol terus motong anggaran MBG sampe segininya. Cuma orang2 tolol yg tega motong anggaran sampe segini buat anggaran MBG di luar Pulau Jawa yg logistiknya relatif mahal ‍️,kalo orange nanya ngapain sih sekolah ajar matematika gin ya biar kagak tolol motong anggar mbg sampe gin orang tolol yg tega motong anggar sampe gin anggar mbg pulau jawa yg logistik relatif mahal,Positif
bjir takut bgt disuruh cicipin mbg,bjir takut bgt suruh cicipin mbg,Negatif
Kalo yg bagus gini malah diganti sama yg problematik aneh sih. Setuju kalau MBG dikembalikan ke masing2 sekolah saja. Kontrolnya juga lebih gampang.,kalo yg bagus gin ganti yg problematik aneh sih tuju mbg kembali sekolah kontrol gampang,Positif
@tempodotco Bagi saya program MBG tdk disiapkan dgn baik&amp;menyebabkan terjadinya keracunan massal adlh kejahatan berat. Pembuat kbjk @prabowo pelaksana kegtan yg tdk menyiapkan kajian mendalam regulasi SOP sertifikasi dll adlh pihak yg hrs bertgjwb secara hukum. @KomnasHAM @CNNIndonesia,program mbg tdk siap dgn amp sebab racun massal adlh jahat berat buat kbjk laksana kegtan yg tdk kaji dalam regulasi sop sertifikasi dll adlh yg hrs bertgjwb hukum,Positif
@P3gEl Cara yg pas hrsnya anak2 sekolah ga usah makan lahi MBG. Bawa aja dari rumah sendiri. Meski misalnya hanya nasi+ceplok telor. Lbh aman . Krn pemerintah emng udah budeg,yg pas hrsnya anak sekolah ga makan lah mbg bawa aja rumah nasi ceplok telor lbh aman krn perintah emng udah budeg,Positif
Bagaimana dengan pendapat kalian apakah setuju dng pendapat Prabowo kasus keracunan MBG hanya 0 00017 persen ? https://t.co/F0zi23MntY,dapat tuju dng dapat prabowo racun mbg persen,Positif
Siswa Keracunan MBG China Langsung Tangkap 6 Orang Puluhan Pejabat Diperiksa https://t.co/Sam2x99cAn #China,siswa racun mbg china langsung tangkap orang puluh jabat periksa,Negatif
Dapur MBG Panakkukang Tutup Patokan Rp6.500 per Porsi Jadi Pemicu Polemik https://t.co/ZWAqGyo7zb,dapur mbg panakkukang tutup patok rp porsi picu polemik,Positif
@yangmi3prnew Sdh dikembalikan Kerja tanpa mikir dulu Mmg Oresiden nggak mau ditanya MBG atau tdk boleh dengar kekacauan MBG?,sdh kembali kerja mikir mmg oresiden nggak mbg tdk dengar kacau mbg,Positif
Prabowo Klaim Selamatkan Rp300 Triliun untuk Program MBG Apa Rahasianya? https://t.co/aMYOBy6S3V,prabowo klaim selamat rp triliun program mbg rahasia,Positif
Setelah 56 Dapur Ditutup Usulan Kantin Sekolah Jadi Dapur MBG Mencuat di Parlemen https://t.co/pdtCyLc8dy,dapur tutup usul kantin sekolah dapur mbg cuat parlemen,Negatif
@Jayabay19479190 Sejak dikampanyekan oleh Prabowo soal MBG ini sebelum jadi Presiden hati kecil Saya sdh mengatakan : INI PROGRAM GILA.,kampanye prabowo mbg presiden hati sdh program gila,Positif
@KangManto123 Kemenkopangan isiny orang² amatiran? Level preman? Mirip gerombolan drpd organisasi kelembagaan resmi Pegang duit triliyunan tapi isi kepalanya cuman rebutan jatah sbg balas jasa ex tim sukses pilpres 2024 Pembiaran tanpa kontrol/evaluasi MBG= proyek bagi² cuan circle istana https://t.co/M7W9ugz2NC,kemenkopangan isiny orang amatir level preman gerombol drpd organisasi lembaga resmi pegang duit triliyunan isi kepala cuman rebut jatah sbg balas jasa ex tim sukses pilpres biar kontrol evaluasi mbg proyek bagi cuan circle istana,Negatif
Ini yang Dilaporkan Kepala BGN ke Prabowo Subianto Soal MBG https://t.co/gdTBxvh5vd,lapor kepala bgn prabowo subianto mbg,Positif
@CNNIndonesia Pa presiden @prabowo masalah keracunan MBG bukan di hitung dr porsentase atw jumlah tp rasa tanggung jawab secara moral orang2 yg menjalankannya Hrsnya pa presiden tegas ganti para pejabatjya yg bertanggung jawab klo pejabat2 nya g mau mundur,pa presiden racun mbg hitung dr porsentase atw tp tanggung moral orang yg jalan hrsnya pa presiden ganti pejabatjya yg tanggung klo jabat nya g mundur,Negatif
@plisitin Dapur MBG (Makanan Beracun Gratis) https://t.co/oyFnEkxuUO,dapur mbg makan racun gratis,Positif
@sharpandshark Lihat saja dana mbg dati 71 triliun yg digelontorkan hanya 13T yg terserap tefus kelebihannya kemana? Dikorupsi?. Pantes banyak anak keracunan menu mbg yg ngasal. Banyak belatung ulat lintah bahkan ada mbg yg menunya ada srpihan kaca. Jadi yg bergizi itu siapa? https://t.co/ln7MNal2bJ,lihat dana mbg dati triliun yg gelontor t yg serap tefus lebih mana korupsi pantes anak racun menu mbg yg ngasal belatung ulat lintah mbg yg menu srpihan kaca yg gizi,Positif
MBG tuh emg the worse program sumpah,mbg tuh emg the worse program sumpah,Negatif
2 Cucunya Juga Keracunan MBG Pak Mahfud Minta Tata Kelola MBG Mendesak Untuk Diperbaiki.. Meskipun cuma 0 00017 tetap saja yang menjadi terancam adalah kesehatan dan bahkan nyawa anak-anak.. https://t.co/1QkZISESbA,cucu racun mbg mahfud tata kelola mbg desak baik ancam sehat nyawa anak anak,Negatif
@Ary_PrasKe2 @03__nakula @Anak__Ogi @AntoniusCDN @BiLLRaY2019 @ch_chotimah2 @Cintada16 @dcristnugroho @FirzaHusain @newIding30 @kenhans03 Klo berani coba Pdip tereak hentikan MBG !,klo berani coba pdip reak henti mbg,Negatif
@ana_satria0801 @KangManto123 MBG memang program unggulan Presiden Prabowo dengan target sukses atasi stunting. Pemerintah tegas lanjutkan meski ada kasus keracunan (ribuan dilaporkan) tapi kritik dari media oposisi dan lembaga seperti Ombudsman tetap ada dan didengar. Tuntutan perbaikan pengawasan sedang,mbg program unggul presiden prabowo target sukses atas stunting perintah lanjut racun ribu lapor kritik media oposisi lembaga ombudsman dengar tuntut baik awas,Negatif
klo pendidikan gratis nnti gada bancakan dong buk? kek gatau aja otak kriminil pejabrut lihat aja petinggi-petinggi MBG emang ahli gizi semua? paham dong? lihat respon segitu banyak keracunan adakah political will untuk evaluasi total? ya gak lah orang isinya gerbongnya dia,klo didik gratis nnti gada bancak buk kek gatau aja otak kriminil pejabrut lihat aja petinggi petinggi mbg emang ahli gizi paham lihat respon segitu racun ada political will evaluasi total ya gak orang isi gerbong,Positif
@regar_op0sisi MBG sangat berguna Skali kami rasakan langsung program presiden kau ga mau ya terserah kau kami tetap mau MBG,mbg guna skali rasa langsung program presiden kau ga ya serah kau mbg,Positif
@rosestufff Minuman kheses MBG,minum kheses mbg,Negatif
@wondo_shati lebih dari 3 T lah kalo MBG. Bayangin aja anggaran 335 Triliun tanpa ada pengawasan dan audit. Jikapun ada audit gampang bgt diatur hasilnya.,t kalo mbg bayangin aja anggar triliun awas audit jika audit gampang bgt atur hasil,Positif
@somexthread Ini MBG versi konstruksi bangunan. MBG versi BBM kendaraan batuk2 tangki berlumpur filter mampet. MBG versi BUMN sudah rugi eh malah bagi2 bonus.. MBG versi ijazah...ah gitu deh..,mbg versi konstruksi bangun mbg versi bbm kendara batuk tangki lumpur filter mampet mbg versi bumn rugi eh bonus mbg versi ijazah ah gitu deh,Negatif
@xquitavee Jadi teringat berita yg ay baca barusan tentang semangka yg diiris setipis tisu buat MBG duuh ay bisa membayangkan betapa bahagianya anak2 tersebut,berita yg ay baca barusan semangka yg iris setip tisu mbg duuh ay bayang betapa bahagia anak,Negatif
Mahal Dan Kacau sudah seperti MBG,mahal kacau mbg,Positif
Mantan Menteri Politik Hukum &amp; Keamanan (Menko Polhukam) Mahfud MD mengaku bahwa ada anggota keluarganya yg mengalami keracunan setelah mengkonsumsi makan bergizi gratis (MBG). Peristiwa itu terjadi di Daerah Istimewa Yogyakarta. Mahfud MD: Cucu Saya Juga Keracunan MBG https://t.co/wTRKYKJVat,mantan menteri politik hukum amp aman menko polhukam mahfud md aku anggota keluarga yg alami racun konsumsi makan gizi gratis mbg peristiwa daerah istimewa yogyakarta mahfud md cucu racun mbg,Negatif
@KPK_RI belum tahu cara mengendus duit MBG yg besarnya 1 2 T perhari? Tentu kesulitan karena duit sebesar itu mnjadi ta* hanya dlm tempo SATU malam.,endus duit mbg yg besar t hari sulit duit mnjadi ta dlm tempo malam,Negatif
Seorang balita dilaporkan menjadi salah satu korban keracunan Makan Bergizi Gratis (MBG) di Garut Jawa Barat Kondisinya memprihatinkan hingga perlu dirujuk ke rumah sakit. Kabar tersebut dibenarkan Bupati Garut Syakur Amin. Syakur menyebut balita berjenis kelamin perempuan https://t.co/T1LhgYxeaU,balita lapor salah korban racun makan gizi gratis mbg garut jawa barat kondisi prihatin rujuk rumah sakit kabar benar bupati garut syakur amin syakur sebut balita jenis kelamin perempuan,Negatif
Puluhan pelajar SD di perbatasan Indonesia-Malaysia tepatnya di pulau Sebatik Kab. Nunukan Kalimantan Utara Selasa (30/9/2025) dilarikan ke Puskesmas karena diduga keracunan Makan Bergizi Gratis (MBG) dengan gejala muntaber https://t.co/aDBiuxzryc,puluh ajar sd batas indonesia malaysia tepat pulau batik kab nunukan kalimantan utara selasa lari puskesmas duga racun makan gizi gratis mbg gejala muntaber,Negatif
@NenkMonica Tujuan mbg baik tapi pelaksanaanya amburadul tanpa kontrol siapa yg harus bertanggungjawab,tuju mbg pelaksanaanya amburadul kontrol yg bertanggungjawab,Negatif
@Tirtasurya6 @LanangJagad31 @BebySoSweet @denni_sauya mana? mana lapangan kerjanya? jd pengurus mbg yg racunin para anak bangsa? ato jd buzzer kaya situ? gua mah ogah keduanya,lapang kerja jd urus mbg yg racunin anak bangsa ato jd buzzer kaya situ gua mah ogah,Negatif
Sorry di indon ada MBG mau anak-anak atau dewasa sama-sama worst era,sorry indon mbg anak anak dewasa worst era,Negatif
@alisyarief @KemenkesRI ya Pak @mohmahfudmd tolong sampaikan ternyata @KemenkesRI punya programnya kami orang tua sdh info/perintahkan ke anak apapun bentuknya jangan makan MBG biarpun itu susu kotak kemasan.,ya tolong program orang tua sdh info perintah anak apa bentuk makan mbg biarpun susu kotak kemas,Negatif
@xquitavee @prabowo Eh monyet MBG itu bukan program tapi proyek ...sedangkan pendidikan gratis itu adalah program ....dasar otak dungu,eh monyet mbg program proyek didik gratis program dasar otak dungu,Negatif
@kumparan Berkat keracunan mbg masalah ompreng mengandung minyak babi tidak terdengar lagi kelanjutannya...,berkat racun mbg ompreng kandung minyak babi dengar lanjut,Positif
Dinkes dan DKP Kabupaten Malang awasi SPPG antisipasi dugaan keracunan MBG https://t.co/NTw9a5VMIN,dinkes dkp kabupaten malang awas sppg antisipasi duga racun mbg,Negatif
Serem banget ya MBG disertai kekuasaan dan kekerasan mau memberi anak makan gratis harus sekejam itu. Padahal orangtua memberi bekal makan anaknya dengan kasih sayang doa. Dari mana kalian bawa kekerasan itu ke sekolah perintah para purnawiran jenderal dan Angg DPR?,rem banget ya mbg serta kuasa keras anak makan gratis kejam orangtua bekal makan anak kasih sayang doa bawa keras sekolah perintah purnawiran jenderal angg dpr,Positif
@hima_kho Ini di MBG kah? Soalnya jam segini udah mulai kerja,mbg kah jam gin udah kerja,Positif
Tidak heran pengkritik MBG dituduh PKI,heran kritik mbg tuduh pki,Negatif
Rip transparansi MBG di SMK ane (sekarang udah jadi alumni) emang bener yang ngasih makan MBG ke siswa itu pada preman semua. https://t.co/Mb8qDAFV6F,rip transparansi mbg smk ane udah alumni emang bener ngasih makan mbg siswa preman,Positif
Yah tidak menghargai nyawa manusia yg dilihat Prabowo cuma angka statistik melulu !! Payah kalau cara berpikirnya seperti itu. https://t.co/HJ6M21lmyC,yah harga nyawa manusia yg prabowo angka statistik melulu payah pikir,Positif
@zanatul_91 kenapa gak diserahkan ke sekolah saja sih MBG ini biar Sekolah yang kelola.. malah diberikan ke Yayasan yang ternyata afiliasi nya kepada kekuasaan ...baiknya swkolah yang urus. buat teamnya mereka lebih tahu,gak serah sekolah sih mbg biar sekolah kelola yayasan afiliasi nya kuasa baik swkolah urus teamnya,Positif
@Mi73Hel @MurtadhaOne1 @mohmahfudmd @prabowo Perlu ngotot buat menolak MBG. https://t.co/XpmLizaupL,ngotot tolak mbg,Negatif
wowo ke anak anak penerima MBG: ,wowo anak anak terima mbg,Negatif
Makanan apa dapat 6.500 utk MBG di Kawasan Indonesia Timur . Vendor Sdh Banyak Keluar uang utk dpt pekerjaan mau tidak mau harus dikerjakan agar modal Loby Entertain Fee Pejabat Nutup . Taik Babi kalian korbankan Manusia https://t.co/CQndJ0Z7jk,makan utk mbg kawasan indonesia timur vendor sdh uang utk dpt kerja modal loby entertain fee jabat nutup taik babi korban manusia,Negatif
@kenhans03 Sudah kejadian ditempat saya anaknya dilarang orang tua utk makan MBG. Sudah lamaaaa.,jadi tempat anak larang orang tua utk makan mbg lamaaaa,Negatif
@mediterariaa_ Tangan kanan MBG Tangan Kiri Pendidikan Gratis most people fell for makan beracun gratis. https://t.co/xx08aObGuP,tangan kanan mbg tangan kiri didik gratis most people fell for makan racun gratis,Positif
@Mdy_Asmara1701 makanya daripada dapur terpusat dan nganter makanan paling bener dapur itu dibangun di area sekolah masaknya setiap hari DISITU. pengawasan dari sekolah bahkan belanja atau sekalian supplier bahan baku sekolah yang ngawasin. kalau ada kantin dana mbg dialokasikan ke kantin,dapur pusat nganter makan bener dapur bangun area sekolah masak situ awas sekolah belanja supplier bahan baku sekolah ngawasin kantin dana mbg alokasi kantin,Positif
@tham878 Artinya pak Jokowi bersalah jadi perlu dibela dalam kasus ijazah palsu. Bedakan dengan jokowisme yang dianut PSI. Sedang Jokowisme itu gaya berpolitik ala Jokowi. Menyimpang. Mau bela soal MBG yang beracun silakan. Mau nyalahin Prabowo karena programnya itu urusanmu.,jokowi salah bela ijazah palsu beda jokowisme anut psi jokowisme gaya politik ala jokowi simpang bela mbg racun sila nyalahin prabowo program urus,Negatif
beruntung adikku menolak mentah mentah mbg,untung adik tolak mentah mentah mbg,Negatif
MBG itu statement politik. Sebuah statement politik yang keluar dari ketukan palu penguasa yang ga akan dievaluasi apalagi dibatalkan. Inkrah.,mbg statement politik statement politik ketu palu kuasa ga evaluasi batal inkrah,Negatif
gagasan menu mbg ku sudah di dukung 1 orang,gagas menu mbg ku dukung orang,Positif
@bramastaaaaa @dimasjiid Menikmati MBG,nikmat mbg,Positif
@NurRohi03920969 @kumparan @prabowo Haha ide curhat informal itu kreatif! Kalau MBG lagi amburadul dan pengangguran tinggi minta dukungan teknologi militer bisa jadi strategi. Tapi risikonya besar soal kerahasiaan dan sanksi internasional. Menurutmu prioritas pertama apa: ekonomi dulu atau militer? ,haha ide curhat informal kreatif mbg amburadul anggur dukung teknologi militer strategi risiko rahasia sanksi internasional turut prioritas ekonomi militer,Negatif
Emang harusnya MBG tu dijalankan di sekolah Plosok yang memang gizi panganya kurang. Jangan pukul rata seluruh indonesia tu ngawur namanya ga ada analisis,emang mbg tu jalan sekolah plosok gizi panganya indonesia tu ngawur nama ga analisis,Positif
@neuvwi Dapet mbg dari escofi ,dapet mbg escofi,Positif
gue juga kalau jdi ortu siswa ogah nerima mbg biarin aje makan anak gue tahu tempe kecap penting kaga keracunan,gue jdi ortu siswa ogah nerima mbg biarin aje makan anak gue tempe kecap kaga racun,Negatif
@Yikumint Lumayan guru dpt 100/hari dr MBG,lumayan guru dpt dr mbg,Positif
Prabowo: MBG jangkau 30 juta penerima dan kekurangan terus dibenahi https://t.co/EyHBNrQ9rM,prabowo mbg jangkau juta terima kurang benah,Positif
Viral Ide Kreatif Siswa SMA di Tasikmalaya Memasak Ulang Menu MBG Netizen: Susah Keracunan kalau yang Begini https://t.co/0feDNVNNxT,viral ide kreatif siswa sma tasikmalaya masak ulang menu mbg netizen susah racun,Positif
@VIVAcoid Sdh trlalu bnyak biaya tnaga pikiran saran pndpt stiap hari tp.trus sj ada mslh timbul ttg MBG. Bnyk yg minta distop.smentara adakan evaluasi menyeluruh libatkan kantin skolah dll..tp smua ditolak &amp;kekeuh MBG jln trus. murid2keracunan brtambah Pdhl akar mslh pd dana yg dikoruosi,sdh trlalu bnyak biaya tnaga pikir saran pndpt stiap tp trus sj mslh timbul ttg mbg bnyk yg stop smentara adakan evaluasi libat kantin skolah dll tp smua tolak amp kekeuh mbg jln trus murid racun brtambah pdhl akar mslh pd dana yg dikoruosi,Negatif
Sentimen MBG Negatif https://t.co/UvDIBipo8n,sentimen mbg negatif,Negatif
@CNNIndonesia Kalo gabung MBG/BGN siap2 disunat di-mark up.,kalo gabung mbg bgn sunat mark up,Negatif
@sherlitaMP Korban mbg jiganmah,korban mbg jiganmah,Negatif
MBG ngingetin gue waktu gue masi di bangku TK tiap hari guru selalu ngasi makan siang utk murid. Kadang soto kadang nasi sop ayam dan yg pasti selalu dikasi susu uht. TAPI SEMUANYA BERKUALITAS ANJAY selama TK gaperna dapet makanan basi apalagi ampe ada kasus keracunan ,mbg ngingetin gue gue mas bangku tk guru ngasi makan siang utk murid kadang soto kadang nasi sop ayam yg kasi susu uht kualitas anjay tk gaperna dapet makan basi ampe racun,Positif
Mereka gagal pada tujuan awalnya yaitu mencegah/mengurangi kasus stunting pada anak-anak Indonesia ini nyata dan parah Yang terjadi malahan MBG adalah proyek bancakan makanan beracun berlendir berbelatung serta HARUS! MANDATORY! WAJIB! MEMAKSA! anak-anak sekolah memakannya,gagal tuju cegah kurang stunting anak anak indonesia nyata parah mbg proyek bancak makan racun lendir belatung mandatory wajib paksa anak anak sekolah makan,Negatif
Sejumlah jurnalis diduga mengalami tindakan penganiayaan ketika meliput penyajian program MBG di SPPG Gedong 2 Pasar Rebo Jakarta Timur pada Selasa 30 September 2025. #suaramerdeka #suaramerdekacom #suaramerdekanetwork #jurnalis #penganiayaan #dianiaya #liputan #programmbg https://t.co/QwKlBL0qSh,jurnalis duga alami tindak aniaya liput saji program mbg sppg gedong pasar rebo jakarta timur selasa september,Negatif
